amount,code,mktCap,remark,industry,priceLimit,priceHighLimit,qrr,price,daily,name,turnoverRate,id,ffCap,limitStatistic,isNewHigh
[1405661792, 002458, 1.72269882224E10, 60日新高, 农牧饲渔, 10.019023895263672, 17.35, 3.312340259552002, 17.35, 2022-12-07, 益生股份, 12.15137004852295, 4532, 1.1736421085050001E10, {"ct":1,"days":1}, true]
[1430649312, 000573, 3.35735599808E9, 近期多次涨停, 房地产开, 0.190476194024086, 5.78, 1.2525895833969116, 5.26, 2022-12-07, 粤宏远Ａ, 41.1501350402832, 4533, 3.3292119315E9, {"ct":6,"days":9}, false]
[1449906576, 002423, 2.135905861536E10, 60日新高且近期多次涨停, 多元金融, 9.964412689208984, 9.27, 2.457857847213745, 9.27, 2022-12-07, 中粮资本, 6.9446635246276855, 4534, 2.135905868025E10, {"ct":4,"days":8}, true]
[1451587600, 000058, 1.109311805472E10, 60日新高且近期多次涨停, 商业百货, 6.3754425048828125, 9.32, 2.2075963020324707, 9.01, 2022-12-07, 深 赛 格, 16.088871002197266, 4535, 8.872000848789999E9, {"ct":2,"days":3}, true]
[1579358400, 000650, 1.08075232128E10, 60日新高, 中药, 9.97150993347168, 7.72, 2.2108218669891357, 7.72, 2022-12-07, 仁和药业, 15.738162994384766, 4536, 1.036270236348E10, {"ct":1,"days":1}, true]
[1606680672, 600571, 6.0499986624E9, 60日新高, 互联网服, 5.175292015075684, 13.18, 2.1602776050567627, 12.6, 2022-12-07, 信雅达, 28.09883689880371, 4537, 5.6150703378E9, {"ct":1,"days":2}, true]
[1611784608, 600221, 6.51558767104E10, 60日新高且近期多次涨停, 航空机场, 10.112359046936035, 1.96, 2.8372647762298584, 1.96, 2022-12-07, 海航控股, 2.553175687789917, 4538, 6.443044624576E10, {"ct":2,"days":3}, true]
[1694613728, 001338, 1.16903283856E10, 近期多次涨停, 酿酒行业, -8.69905948638916, 28.07, 1.8762067556381226, 23.3, 2022-12-07, 永顺泰, 56.84896469116211, 4539, 2.9225820964E9, {"ct":13,"days":16}, false]
[1730838896, 002561, 5.2760325715199995E9, 60日新高且近期多次涨停, 商业百货, 0.15785318613052368, 13.94, 1.294586181640625, 12.69, 2022-12-07, 徐家汇, 32.23307418823242, 4540, 5.231719269179999E9, {"ct":4,"days":7}, true]
[1782541472, 600415, 3.0502572062719997E10, 60日新高且近期多次涨停, 商业百货, 10.099010467529297, 5.56, 4.274383544921875, 5.56, 2022-12-07, 小商品城, 5.9444451332092285, 4541, 3.0264270818559998E10, {"ct":2,"days":2}, true]
[1868892128, 002352, 2.822084128256E11, 60日新高, 物流行业, 1.0517090559005737, 62.76, 1.4392709732055664, 57.65, 2022-12-07, 顺丰控股, 0.6687795519828796, 4542, 2.792732918657E11, {"ct":0,"days":0}, true]
[1891504528, 601933, 3.49388921728E10, 60日新高, 商业百货, 4.054053783416748, 4.07, 6.042857646942139, 3.85, 2022-12-07, 永辉超市, 5.3545050621032715, 4543, 3.493889242305E10, {"ct":1,"days":2}, true]
[2066791280, 600515, 5.792632015872E10, 60日新高, 航空机场, 6.962025165557861, 5.21, 3.238820791244507, 5.07, 2022-12-07, 海南机场, 4.432988166809082, 4544, 4.6522383415560005E10, {"ct":0,"days":0}, true]
[2281000880, 601919, 2.1550773863424002E11, 60日新高, 航运港口, 2.291825771331787, 14.4, 1.5745973587036133, 13.39, 2022-12-07, 中远海控, 1.344016432762146, 4545, 1.7058723460831E11, {"ct":0,"days":0}, true]
[2338536896, 000756, 1.805315017472E10, 近期多次涨停, 化学制药, 9.995920181274414, 26.96, 1.5601282119750977, 26.96, 2022-12-07, 新华制药, 20.818172454833984, 4546, 1.17635301312E10, {"ct":2,"days":3}, false]
[2620022416, 603000, 1.836552844016E10, 60日新高且近期多次涨停, 文化传媒, 10.0, 16.61, 3.235924005508423, 16.61, 2022-12-07, 人民网, 15.099496841430664, 4547, 1.836552844016E10, {"ct":4,"days":5}, true]
[2631931312, 002424, 1.4521247999999998E10, 60日新高且近期多次涨停, 中药, 10.053476333618164, 10.29, 1.8225878477096558, 10.29, 2022-12-07, 贵州百灵, 25.2747802734375, 4548, 1.108904664315E10, {"ct":2,"days":3}, true]
[3019873568, 002709, 9.887599248896E10, 60日新高, 化学制品, 3.844597101211548, 54.36, 1.5585087537765503, 51.32, 2022-12-07, 天赐材料, 4.286151885986328, 4549, 7.089363182824E10, {"ct":0,"days":0}, true]
[4556668416, 601888, 4.43563378176E11, 60日新高, 旅游酒店, 2.095238208770752, 231.0, 1.191383719444275, 214.4, 2022-12-07, 中国中免, 1.0904688835144043, 4550, 4.1861075663360004E11, {"ct":0,"days":0}, true]
[4762706432, 600050, 1.6188458038016E11, 60日新高, 通信服务, 2.414486885070801, 5.47, 1.021117925643921, 5.09, 2022-12-07, 中国联通, 3.03800368309021, 4551, 1.5759867675933E11, {"ct":0,"days":0}, true]
[10712115712, 002603, 8.206504806912E10, 60日新高, 中药, 10.011198043823242, 49.12, 1.464278221130371, 49.12, 2022-12-07, 以岭药业, 16.62388801574707, 4552, 6.7588643290399994E10, {"ct":1,"days":1}, true]
